STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TAVG,TMAX,TMIN,TOBS
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/14/2008,0.1,0,,76,60,62
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/14/2008,0,0,,74,61,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/15/2008,0,0,,77,57,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/15/2008,0,0,,75,61,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/16/2008,0,0,,78,56,62
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/16/2008,0,0,,82,59,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/17/2008,0,0,,83,60,67
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/17/2008,0,0,,87,65,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/18/2008,0.05,0,,88,66,70
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/18/2008,0,0,,86,68,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/19/2008,0,0,,88,64,67
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/19/2008,0,0,,73,66,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/20/2008,0,0,,74,61,69
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/20/2008,0,0,,76,66,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/21/2008,0,0,,79,62,66
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/21/2008,0.01,0,,77,67,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/22/2008,0.01,0,,82,65,73
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/22/2008,0.01,0,,86,71,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/23/2008,0,0,,86,68,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/23/2008,0,0,,87,72,75
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/24/2008,0,0,,86,57,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/24/2008,0,0,,73,60,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/25/2008,0,0,,78,56,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/25/2008,0,0,,70,63,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/26/2008,0,0,,72,53,65
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/26/2008,0,0,,71,62,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/27/2008,0,0,,73,54,58
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/27/2008,0,0,,76,58,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/28/2008,0,0,,81,57,67
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/28/2008,0,0,,85,62,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/29/2008,0,0,,86,61,64
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/29/2008,0,0,,81,62,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/30/2008,0,0,,83,55,58
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/30/2008,0,0,,87,57,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,8/31/2008,0,0,,88,57,65
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,8/31/2008,0,0,,85,64,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/1/2008,0,0,,89,58,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/1/2008,0,0,,87,61,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/2/2008,0,0,,90,60,68
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/2/2008,0,0,,89,64,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/3/2008,0.05,0,,77,63,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/3/2008,0.01,0,,95,65,66
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/4/2008,0.32,0,,71,58,59
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/4/2008,1.96,0,,65,58,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/5/2008,1.55,0,,63,58,59
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/5/2008,0,0,,71,59,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/6/2008,0,0,,71,56,59
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/6/2008,0,0,,72,59,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/7/2008,0,0,,72,54,56
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/7/2008,0,0,,75,57,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/8/2008,0.22,0,,62,53,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/8/2008,0,0,,75,55,59
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/9/2008,0.2,0,,61,46,49
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/9/2008,0,0,,67,50,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/10/2008,0,0,,68,43,47
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/10/2008,0,0,,69,47,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/11/2008,0,0,,71,46,63
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/11/2008,0,0,,77,61,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/12/2008,0,0,,79,62,72
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/12/2008,0.09,0,,77,65,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/13/2008,0.74,0,,79,64,69
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/13/2008,0.93,0,,77,66,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/14/2008,0.79,0,,73,58,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/14/2008,0.43,0,,77,62,63
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/15/2008,0,0,,62,51,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/15/2008,0.55,0,,63,52,54
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/16/2008,0,0,,61,45,48
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/16/2008,0,0,,73,49,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/17/2008,0,0,,74,47,62
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/17/2008,0,0,,74,56,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/18/2008,0,0,,78,51,54
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/18/2008,0,0,,68,53,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/19/2008,0,0,,72,53,58
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/19/2008,0,0,,79,57,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/20/2008,0,0,,80,57,59
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/20/2008,0,0,,82,58,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/21/2008,0,0,,83,57,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/21/2008,0,0,,70,61,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/22/2008,0,0,,76,59,67
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/22/2008,0,0,,71,59,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/23/2008,0,0,,77,61,63
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/23/2008,0,0,,76,62,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/24/2008,0,0,,84,62,65
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/24/2008,0,0,,79,63,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/25/2008,0,0,,83,52,53
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/25/2008,0,0,,73,57,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/26/2008,0,0,,78,52,55
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/26/2008,0,0,,76,56,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/27/2008,0,0,,82,51,53
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/27/2008,0,0,,82,54,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/28/2008,0,0,,83,52,60
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/28/2008,0,0,,66,57,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/29/2008,0,0,,66,52,54
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/29/2008,0.12,0,,63,54,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,9/30/2008,0.03,0,,65,48,50
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,9/30/2008,0,0,,61,49,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/1/2008,0,0,,61,45,49
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/1/2008,0,0,,57,46,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/2/2008,0,0,,58,41,45
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/2/2008,0.02,0,,61,44,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/3/2008,0.01,0,,61,38,39
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/3/2008,0,0,,55,40,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/4/2008,0,0,,62,33,35
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/4/2008,0,0,,59,38,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/5/2008,0,0,,62,33,38
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/5/2008,0.65,0,,59,40,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/6/2008,0.76,0,,60,37,58
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/6/2008,0,0,,64,55,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/7/2008,0,0,,65,56,59
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/7/2008,0.63,0,,62,57,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/8/2008,0.12,0,,65,55,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/8/2008,0.72,0,,62,56,58
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/9/2008,0,0,,60,47,49
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/9/2008,0,0,,68,50,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/10/2008,0,0,,69,38,41
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/10/2008,0,0,,65,42,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/11/2008,0,0,,69,41,47
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/11/2008,0,0,,72,55,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/12/2008,0,0,,79,47,54
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/12/2008,0,0,,78,55,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/13/2008,0,0,,85,53,62
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/13/2008,0,0,,76,62,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/14/2008,0.03,0,,77,48,49
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/14/2008,0,0,,69,50,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/15/2008,0.28,0,,57,46,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/15/2008,0,0,,64,48,55
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/16/2008,0.17,0,,58,39,40
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/16/2008,0,0,,55,42,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/17/2008,0,0,,58,36,41
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/17/2008,0,0,,53,42,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/18/2008,0,0,,55,40,43
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/18/2008,0.07,0,,57,45,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/19/2008,0,0,,60,41,45
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/19/2008,0,0,,62,45,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/20/2008,0.2,0,,56,44,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/20/2008,0,0,,63,45,55
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/21/2008,0.2,0,,57,34,35
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/21/2008,0,0,,52,37,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/22/2008,0,0,,56,34,48
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/22/2008,0,0,,51,44,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/23/2008,0,0,,52,45,47
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/23/2008,0.05,0,,57,46,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/24/2008,0.41,0,,54,44,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/24/2008,0.16,0,,57,46,50
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/25/2008,0.38,0,,54,42,44
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/25/2008,0.17,0,,52,42,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/26/2008,0.02,0,,54,38,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/26/2008,0.01,0,,55,42,48
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/27/2008,0,0,,45,35,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/27/2008,0,0,,55,37,38
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/28/2008,0,0,,45,33,34
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/28/2008,0,0,,45,33,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/29/2008,0,0,,46,29,31
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/29/2008,0,0,,49,32,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/30/2008,0,0,,51,29,37
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/30/2008,0,0,,62,35,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,10/31/2008,0,0,,64,37,52
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,10/31/2008,0,0,,71,49,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/1/2008,0,0,,71,42,43
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/1/2008,0,0,,52,44,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/2/2008,0,0,,55,35,48
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/2/2008,0.03,0,,61,45,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/3/2008,0.05,0,,60,47,57
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/3/2008,0,0,,73,57,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/4/2008,0,0,,75,54,58
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/4/2008,0,0,,73,54,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/5/2008,0,0,,76,43,54
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/5/2008,0,0,,70,49,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/6/2008,0.26,0,,61,48,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/6/2008,0,0,,72,53,56
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/7/2008,0,0,,49,36,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/7/2008,0.1,0,,62,41,44
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/8/2008,0.04,0.1,,42,35,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/8/2008,0.07,0,,51,34,36
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/9/2008,0.02,0.1,,38,29,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/9/2008,0.06,0,,42,33,34
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/10/2008,0,0,,40,25,29
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/10/2008,0,0,,37,27,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/11/2008,0,0,,40,19,21
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/11/2008,0.29,0,,41,23,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/12/2008,0.33,0,,44,21,44
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/12/2008,0.05,0,,47,41,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/13/2008,0.03,0,,48,43,45
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/13/2008,0.17,0,,57,45,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/14/2008,0.12,0,,51,42,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/14/2008,0.28,0,,57,43,45
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/15/2008,0,0,,42,33,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/15/2008,0,0,,50,38,39
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/16/2008,0,0,,39,31,32
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/16/2008,0,0,,37,31,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/17/2008,0,0.1,,36,24,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/17/2008,0,0,,39,29,30
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/18/2008,0.01,0.2,,35,18,20
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/18/2008,0,0,,34,20,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/19/2008,0,0,,35,19,34
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/19/2008,0,0,,43,30,
USW00014839,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",42.955,-87.9044,204.2,11/20/2008,0,0,,34,21,
USC00475474,"MILWAUKEE MOUNT MARY COLLEGE, WI US",43.0719,-88.0294,221.3,11/20/2008,0,0,,45,29,30
